'id'	'score'	'v'	'd-obj'	'p'	'p-title'
519	0.001734021	'find'	'dog dish'	'pet'	'dog'
531	0.001734021	'put'	'tin'	'pet'	'dog'
568	0.001734021	'pour'	'dry food'	'pet'	'dog'
671	0.001734021	'put'	'pet foods'	'pet'	'dog'
684	0.001734021	'find'	'dry food'	'pet'	'dog'
721	0.001734021	'open'	'tin'	'pet'	'dog'
734	0.001734021	'alert'	'dog'	'pet'	'dog'
747	0.001734021	'pour'	'specified quantity'	'pet'	'dog'
760	0.001734021	'call'	'dag'	'pet'	'dog'
785	0.001734021	'put'	'full food dish'	'pet'	'dog'
798	0.001734021	'take'	'food dish'	'pet'	'dog'
824	0.001734021	'get'	'tin opener'	'pet'	'dog'
886	0.001734021	'clean'	'dog dish'	'pet'	'dog'
899	0.001734021	'tip'	'bag'	'pet'	'dog'
960	0.001734021	'notify'	'dog'	'pet'	'dog'
811	0.0017306449	'put'	'water'	'pet'	'dog'
386	0.001715323	'pour'	'food'	'tin opener'	'dog'
293	0.0017102355	'scoop'	'food'	'can of petfood'	'dog'
875	0.0017102355	'give'	'bowl'	'can of petfood'	'dog'
453	0.0017084024	'give'	'food'	'tin'	'dog'
51	0.0016613415	'pour'	'water'	'dog s'	'dog'
333	0.0016509237	'get'	'bowl'	'dogs'	'dog'
47	0.0016417594	'pour'	'water'	'dish'	'dog'
117	0.0015791571	'take'	'food'	'tin'	'dog'
441	0.0015791571	'place'	'food'	'tin'	'dog'
948	0.0015605912	'get'	'food'	'can of petfood'	'dog'
934	0.0015261355	'place'	'bowl'	'tin of dog food'	'dog'
181	0.0015058577	'get'	'tin'	'pet'	'dog'
355	0.0015058577	'fill'	'food dish'	'pet'	'dog'
594	0.0015058577	'locate'	'dog'	'pet'	'dog'
709	0.0015058577	'take'	'pet food'	'pet'	'dog'
941	0.0015051577	'place'	'bowl'	'tin opener'	'dog'
457	0.001499085	'give'	'food'	'dogs'	'dog'
19	0.0014945041	'put'	'food'	'floor'	'dog'
91	0.0014650158	'take'	'dog food'	'tin of dog food'	'dog'
403	0.0014650158	'find'	'dog food'	'tin of dog food'	'dog'
694	0.0014650158	'pour'	'dog food'	'tin of dog food'	'dog'
770	0.0014650158	'open'	'dog food'	'tin of dog food'	'dog'
847	0.0014650158	'pour'	'it'	'tin of dog food'	'dog'
31	0.0014511055	'open'	'bag'	'can of petfood'	'dog'
607	0.0014511055	'open'	'food'	'can of petfood'	'dog'
99	0.0014448781	'take'	'dog food'	'tin opener'	'dog'
411	0.0014448781	'find'	'dog food'	'tin opener'	'dog'
702	0.0014448781	'pour'	'dog food'	'tin opener'	'dog'
778	0.0014448781	'open'	'dog food'	'tin opener'	'dog'
855	0.0014448781	'pour'	'it'	'tin opener'	'dog'
319	0.0014144759	'open'	'dog food bag'	'floor'	'dog'
121	0.0013856751	'take'	'food'	'dogs'	'dog'
445	0.0013856751	'place'	'food'	'dogs'	'dog'
81	0.0013723908	'pour'	'contents'	'pet'	'dog'
219	0.0013723908	'measure'	'correct amount'	'pet'	'dog'
269	0.0013723908	'use'	'can opener'	'pet'	'dog'
619	0.0013723908	'pour'	'some'	'pet'	'dog'
632	0.0013723908	'get'	'can'	'pet'	'dog'
861	0.0013723908	'buy'	'food'	'pet'	'dog'
331	0.0013676843	'get'	'bowl'	'can of petfood'	'dog'
54	0.0013545699	'identify'	'dog food'	'tin'	'dog'
67	0.0013545699	'find'	'measuring cup'	'tin'	'dog'
105	0.0013545699	'feed'	'dpog'	'tin'	'dog'
156	0.0013545699	'put'	'tin opener'	'tin'	'dog'
193	0.0013545699	'get'	'dogs bowl'	'tin'	'dog'
231	0.0013545699	'identify'	'dog dish'	'tin'	'dog'
244	0.0013545699	'feed'	'dogs'	'tin'	'dog'
303	0.0013545699	'remove'	'dog food'	'tin'	'dog'
341	0.0013545699	'put'	'food bag'	'tin'	'dog'
367	0.0013545699	'poor'	'it'	'tin'	'dog'
392	0.0013545699	'catch'	'pet dog'	'tin'	'dog'
416	0.0013545699	'carry'	'dog food'	'tin'	'dog'
429	0.0013545699	'put'	'food tin'	'tin'	'dog'
466	0.0013545699	'place'	'dog food dish'	'tin'	'dog'
479	0.0013545699	'locate'	'dogs bowl'	'tin'	'dog'
492	0.0013545699	'find'	'canned food'	'tin'	'dog'
505	0.0013545699	'encourage'	'dog'	'tin'	'dog'
518	0.0013545699	'find'	'dog dish'	'tin'	'dog'
567	0.0013545699	'pour'	'dry food'	'tin'	'dog'
670	0.0013545699	'put'	'pet foods'	'tin'	'dog'
683	0.0013545699	'find'	'dry food'	'tin'	'dog'
733	0.0013545699	'alert'	'dog'	'tin'	'dog'
746	0.0013545699	'pour'	'specified quantity'	'tin'	'dog'
759	0.0013545699	'call'	'dag'	'tin'	'dog'
784	0.0013545699	'put'	'full food dish'	'tin'	'dog'
797	0.0013545699	'take'	'food dish'	'tin'	'dog'
823	0.0013545699	'get'	'tin opener'	'tin'	'dog'
885	0.0013545699	'clean'	'dog dish'	'tin'	'dog'
898	0.0013545699	'tip'	'bag'	'tin'	'dog'
959	0.0013545699	'notify'	'dog'	'tin'	'dog'
810	0.0013519325	'put'	'water'	'tin'	'dog'
930	0.0013308034	'get'	'dog food'	'can opener'	'dog'
207	0.0012776945	'put'	'bowl'	'pet'	'dog'
581	0.0012776945	'get'	'dog'	'pet'	'dog'
645	0.0012776945	'give'	'water'	'pet'	'dog'
290	0.0012722484	'scoop'	'food'	'tin of dog food'	'dog'
872	0.0012722484	'give'	'bowl'	'tin of dog food'	'dog'
298	0.0012547604	'scoop'	'food'	'tin opener'	'dog'
879	0.0012547604	'give'	'bowl'	'tin opener'	'dog'
455	0.0012418956	'give'	'food'	'can of petfood'	'dog'
169	0.0012042423	'carry'	'it'	'pet'	'dog'
972	0.0012042423	'locate'	'food'	'pet'	'dog'
58	0.0011886048	'identify'	'dog food'	'dogs'	'dog'
71	0.0011886048	'find'	'measuring cup'	'dogs'	'dog'
109	0.0011886048	'feed'	'dpog'	'dogs'	'dog'
160	0.0011886048	'put'	'tin opener'	'dogs'	'dog'
197	0.0011886048	'get'	'dogs bowl'	'dogs'	'dog'
235	0.0011886048	'identify'	'dog dish'	'dogs'	'dog'
307	0.0011886048	'remove'	'dog food'	'dogs'	'dog'
345	0.0011886048	'put'	'food bag'	'dogs'	'dog'
371	0.0011886048	'poor'	'it'	'dogs'	'dog'
396	0.0011886048	'catch'	'pet dog'	'dogs'	'dog'
420	0.0011886048	'carry'	'dog food'	'dogs'	'dog'
433	0.0011886048	'put'	'food tin'	'dogs'	'dog'
470	0.0011886048	'place'	'dog food dish'	'dogs'	'dog'
483	0.0011886048	'locate'	'dogs bowl'	'dogs'	'dog'
496	0.0011886048	'find'	'canned food'	'dogs'	'dog'
509	0.0011886048	'encourage'	'dog'	'dogs'	'dog'
522	0.0011886048	'find'	'dog dish'	'dogs'	'dog'
534	0.0011886048	'put'	'tin'	'dogs'	'dog'
571	0.0011886048	'pour'	'dry food'	'dogs'	'dog'
674	0.0011886048	'put'	'pet foods'	'dogs'	'dog'
687	0.0011886048	'find'	'dry food'	'dogs'	'dog'
724	0.0011886048	'open'	'tin'	'dogs'	'dog'
737	0.0011886048	'alert'	'dog'	'dogs'	'dog'
750	0.0011886048	'pour'	'specified quantity'	'dogs'	'dog'
763	0.0011886048	'call'	'dag'	'dogs'	'dog'
788	0.0011886048	'put'	'full food dish'	'dogs'	'dog'
801	0.0011886048	'take'	'food dish'	'dogs'	'dog'
827	0.0011886048	'get'	'tin opener'	'dogs'	'dog'
889	0.0011886048	'clean'	'dog dish'	'dogs'	'dog'
902	0.0011886048	'tip'	'bag'	'dogs'	'dog'
963	0.0011886048	'notify'	'dog'	'dogs'	'dog'
814	0.0011862906	'put'	'water'	'dogs'	'dog'
354	0.0011763349	'fill'	'food dish'	'tin'	'dog'
593	0.0011763349	'locate'	'dog'	'tin'	'dog'
708	0.0011763349	'take'	'pet food'	'tin'	'dog'
945	0.0011609276	'get'	'food'	'tin of dog food'	'dog'
119	0.0011479428	'take'	'food'	'can of petfood'	'dog'
443	0.0011479428	'place'	'food'	'can of petfood'	'dog'
953	0.0011449698	'get'	'food'	'tin opener'	'dog'
131	0.0011442275	'open'	'can'	'pet'	'dog'
256	0.0011442275	'remove'	'food'	'pet'	'dog'
280	0.0011442275	'prepare'	'food'	'pet'	'dog'
836	0.0011442275	'put'	'bag'	'pet'	'dog'
24	0.001124878	'put'	'food'	'can opener'	'dog'
28	0.0010794809	'open'	'bag'	'tin of dog food'	'dog'
604	0.0010794809	'open'	'food'	'tin of dog food'	'dog'
80	0.0010720742	'pour'	'contents'	'tin'	'dog'
218	0.0010720742	'measure'	'correct amount'	'tin'	'dog'
268	0.0010720742	'use'	'can opener'	'tin'	'dog'
618	0.0010720742	'pour'	'some'	'tin'	'dog'
631	0.0010720742	'get'	'can'	'tin'	'dog'
860	0.0010720742	'buy'	'food'	'tin'	'dog'
36	0.0010646427	'open'	'bag'	'tin opener'	'dog'
324	0.0010646427	'open'	'dog food bag'	'can opener'	'dog'
612	0.0010646427	'open'	'food'	'tin opener'	'dog'
557	0.0010608569	'measure'	'food'	'floor'	'dog'
660	0.0010608569	'feed'	'dog'	'floor'	'dog'
544	0.0010495312	'place'	'dish'	'pet'	'dog'
184	0.0010322077	'get'	'tin'	'dogs'	'dog'
358	0.0010322077	'fill'	'food dish'	'dogs'	'dog'
597	0.0010322077	'locate'	'dog'	'dogs'	'dog'
712	0.0010322077	'take'	'pet food'	'dogs'	'dog'
328	0.0010174237	'get'	'bowl'	'tin of dog food'	'dog'
144	0.0010107605	'add'	'water'	'pet'	'dog'
335	0.0010034385	'get'	'bowl'	'tin opener'	'dog'
206	0.0009981	'put'	'bowl'	'tin'	'dog'
580	0.0009981	'get'	'dog'	'tin'	'dog'
644	0.0009981	'give'	'water'	'tin'	'dog'
56	0.0009846828	'identify'	'dog food'	'can of petfood'	'dog'
69	0.0009846828	'find'	'measuring cup'	'can of petfood'	'dog'
107	0.0009846828	'feed'	'dpog'	'can of petfood'	'dog'
158	0.0009846828	'put'	'tin opener'	'can of petfood'	'dog'
195	0.0009846828	'get'	'dogs bowl'	'can of petfood'	'dog'
233	0.0009846828	'identify'	'dog dish'	'can of petfood'	'dog'
246	0.0009846828	'feed'	'dogs'	'can of petfood'	'dog'
305	0.0009846828	'remove'	'dog food'	'can of petfood'	'dog'
343	0.0009846828	'put'	'food bag'	'can of petfood'	'dog'
369	0.0009846828	'poor'	'it'	'can of petfood'	'dog'
394	0.0009846828	'catch'	'pet dog'	'can of petfood'	'dog'
418	0.0009846828	'carry'	'dog food'	'can of petfood'	'dog'
431	0.0009846828	'put'	'food tin'	'can of petfood'	'dog'
468	0.0009846828	'place'	'dog food dish'	'can of petfood'	'dog'
481	0.0009846828	'locate'	'dogs bowl'	'can of petfood'	'dog'
494	0.0009846828	'find'	'canned food'	'can of petfood'	'dog'
507	0.0009846828	'encourage'	'dog'	'can of petfood'	'dog'
520	0.0009846828	'find'	'dog dish'	'can of petfood'	'dog'
532	0.0009846828	'put'	'tin'	'can of petfood'	'dog'
569	0.0009846828	'pour'	'dry food'	'can of petfood'	'dog'
672	0.0009846828	'put'	'pet foods'	'can of petfood'	'dog'
685	0.0009846828	'find'	'dry food'	'can of petfood'	'dog'
722	0.0009846828	'open'	'tin'	'can of petfood'	'dog'
735	0.0009846828	'alert'	'dog'	'can of petfood'	'dog'
748	0.0009846828	'pour'	'specified quantity'	'can of petfood'	'dog'
761	0.0009846828	'call'	'dag'	'can of petfood'	'dog'
786	0.0009846828	'put'	'full food dish'	'can of petfood'	'dog'
799	0.0009846828	'take'	'food dish'	'can of petfood'	'dog'
825	0.0009846828	'get'	'tin opener'	'can of petfood'	'dog'
887	0.0009846828	'clean'	'dog dish'	'can of petfood'	'dog'
900	0.0009846828	'tip'	'bag'	'can of petfood'	'dog'
961	0.0009846828	'notify'	'dog'	'can of petfood'	'dog'
812	0.0009827656	'put'	'water'	'can of petfood'	'dog'
168	0.0009407212	'carry'	'it'	'tin'	'dog'
971	0.0009407212	'locate'	'food'	'tin'	'dog'
84	0.0009407212	'pour'	'contents'	'dogs'	'dog'
222	0.0009407212	'measure'	'correct amount'	'dogs'	'dog'
272	0.0009407212	'use'	'can opener'	'dogs'	'dog'
622	0.0009407212	'pour'	'some'	'dogs'	'dog'
635	0.0009407212	'get'	'can'	'dogs'	'dog'
864	0.0009407212	'buy'	'food'	'dogs'	'dog'
452	0.0009238492	'give'	'food'	'tin of dog food'	'dog'
43	0.0009160642	'pour'	'water'	'pet'	'dog'
460	0.0009111502	'give'	'food'	'tin opener'	'dog'
130	0.0008938393	'open'	'can'	'tin'	'dog'
255	0.0008938393	'remove'	'food'	'tin'	'dog'
279	0.0008938393	'prepare'	'food'	'tin'	'dog'
835	0.0008938393	'put'	'bag'	'tin'	'dog'
210	0.0008758105	'put'	'bowl'	'dogs'	'dog'
584	0.0008758105	'get'	'dog'	'dogs'	'dog'
648	0.0008758105	'give'	'water'	'dogs'	'dog'
182	0.0008551178	'get'	'tin'	'can of petfood'	'dog'
356	0.0008551178	'fill'	'food dish'	'can of petfood'	'dog'
595	0.0008551178	'locate'	'dog'	'can of petfood'	'dog'
710	0.0008551178	'take'	'pet food'	'can of petfood'	'dog'
116	0.0008539575	'take'	'food'	'tin of dog food'	'dog'
440	0.0008539575	'place'	'food'	'tin of dog food'	'dog'
124	0.0008422192	'take'	'food'	'tin opener'	'dog'
448	0.0008422192	'place'	'food'	'tin opener'	'dog'
382	0.0008396151	'pour'	'food'	'floor'	'dog'
172	0.0008254619	'carry'	'it'	'dogs'	'dog'
975	0.0008254619	'locate'	'food'	'dogs'	'dog'
543	0.0008198651	'place'	'dish'	'tin'	'dog'
562	0.000798482	'measure'	'food'	'can opener'	'dog'
665	0.000798482	'feed'	'dog'	'can opener'	'dog'
143	0.0007895785	'add'	'water'	'tin'	'dog'
134	0.000784324	'open'	'can'	'dogs'	'dog'
259	0.000784324	'remove'	'food'	'dogs'	'dog'
283	0.000784324	'prepare'	'food'	'dogs'	'dog'
839	0.000784324	'put'	'bag'	'dogs'	'dog'
82	0.0007793271	'pour'	'contents'	'can of petfood'	'dog'
220	0.0007793271	'measure'	'correct amount'	'can of petfood'	'dog'
270	0.0007793271	'use'	'can opener'	'can of petfood'	'dog'
620	0.0007793271	'pour'	'some'	'can of petfood'	'dog'
633	0.0007793271	'get'	'can'	'can of petfood'	'dog'
862	0.0007793271	'buy'	'food'	'can of petfood'	'dog'
938	0.0007367436	'place'	'bowl'	'floor'	'dog'
53	0.0007325079	'identify'	'dog food'	'tin of dog food'	'dog'
66	0.0007325079	'find'	'measuring cup'	'tin of dog food'	'dog'
104	0.0007325079	'feed'	'dpog'	'tin of dog food'	'dog'
155	0.0007325079	'put'	'tin opener'	'tin of dog food'	'dog'
192	0.0007325079	'get'	'dogs bowl'	'tin of dog food'	'dog'
230	0.0007325079	'identify'	'dog dish'	'tin of dog food'	'dog'
243	0.0007325079	'feed'	'dogs'	'tin of dog food'	'dog'
302	0.0007325079	'remove'	'dog food'	'tin of dog food'	'dog'
340	0.0007325079	'put'	'food bag'	'tin of dog food'	'dog'
366	0.0007325079	'poor'	'it'	'tin of dog food'	'dog'
391	0.0007325079	'catch'	'pet dog'	'tin of dog food'	'dog'
415	0.0007325079	'carry'	'dog food'	'tin of dog food'	'dog'
428	0.0007325079	'put'	'food tin'	'tin of dog food'	'dog'
465	0.0007325079	'place'	'dog food dish'	'tin of dog food'	'dog'
478	0.0007325079	'locate'	'dogs bowl'	'tin of dog food'	'dog'
491	0.0007325079	'find'	'canned food'	'tin of dog food'	'dog'
504	0.0007325079	'encourage'	'dog'	'tin of dog food'	'dog'
517	0.0007325079	'find'	'dog dish'	'tin of dog food'	'dog'
530	0.0007325079	'put'	'tin'	'tin of dog food'	'dog'
566	0.0007325079	'pour'	'dry food'	'tin of dog food'	'dog'
669	0.0007325079	'put'	'pet foods'	'tin of dog food'	'dog'
682	0.0007325079	'find'	'dry food'	'tin of dog food'	'dog'
720	0.0007325079	'open'	'tin'	'tin of dog food'	'dog'
732	0.0007325079	'alert'	'dog'	'tin of dog food'	'dog'
745	0.0007325079	'pour'	'specified quantity'	'tin of dog food'	'dog'
758	0.0007325079	'call'	'dag'	'tin of dog food'	'dog'
783	0.0007325079	'put'	'full food dish'	'tin of dog food'	'dog'
796	0.0007325079	'take'	'food dish'	'tin of dog food'	'dog'
822	0.0007325079	'get'	'tin opener'	'tin of dog food'	'dog'
884	0.0007325079	'clean'	'dog dish'	'tin of dog food'	'dog'
897	0.0007325079	'tip'	'bag'	'tin of dog food'	'dog'
958	0.0007325079	'notify'	'dog'	'tin of dog food'	'dog'
809	0.0007310817	'put'	'water'	'tin of dog food'	'dog'
208	0.0007255527	'put'	'bowl'	'can of petfood'	'dog'
582	0.0007255527	'get'	'dog'	'can of petfood'	'dog'
646	0.0007255527	'give'	'water'	'can of petfood'	'dog'
61	0.0007224391	'identify'	'dog food'	'tin opener'	'dog'
74	0.0007224391	'find'	'measuring cup'	'tin opener'	'dog'
112	0.0007224391	'feed'	'dpog'	'tin opener'	'dog'
200	0.0007224391	'get'	'dogs bowl'	'tin opener'	'dog'
238	0.0007224391	'identify'	'dog dish'	'tin opener'	'dog'
250	0.0007224391	'feed'	'dogs'	'tin opener'	'dog'
310	0.0007224391	'remove'	'dog food'	'tin opener'	'dog'
348	0.0007224391	'put'	'food bag'	'tin opener'	'dog'
374	0.0007224391	'poor'	'it'	'tin opener'	'dog'
399	0.0007224391	'catch'	'pet dog'	'tin opener'	'dog'
423	0.0007224391	'carry'	'dog food'	'tin opener'	'dog'
436	0.0007224391	'put'	'food tin'	'tin opener'	'dog'
473	0.0007224391	'place'	'dog food dish'	'tin opener'	'dog'
486	0.0007224391	'locate'	'dogs bowl'	'tin opener'	'dog'
499	0.0007224391	'find'	'canned food'	'tin opener'	'dog'
512	0.0007224391	'encourage'	'dog'	'tin opener'	'dog'
525	0.0007224391	'find'	'dog dish'	'tin opener'	'dog'
537	0.0007224391	'put'	'tin'	'tin opener'	'dog'
574	0.0007224391	'pour'	'dry food'	'tin opener'	'dog'
677	0.0007224391	'put'	'pet foods'	'tin opener'	'dog'
690	0.0007224391	'find'	'dry food'	'tin opener'	'dog'
727	0.0007224391	'open'	'tin'	'tin opener'	'dog'
740	0.0007224391	'alert'	'dog'	'tin opener'	'dog'
753	0.0007224391	'pour'	'specified quantity'	'tin opener'	'dog'
766	0.0007224391	'call'	'dag'	'tin opener'	'dog'
791	0.0007224391	'put'	'full food dish'	'tin opener'	'dog'
804	0.0007224391	'take'	'food dish'	'tin opener'	'dog'
892	0.0007224391	'clean'	'dog dish'	'tin opener'	'dog'
905	0.0007224391	'tip'	'bag'	'tin opener'	'dog'
966	0.0007224391	'notify'	'dog'	'tin opener'	'dog'
817	0.0007210325	'put'	'water'	'tin opener'	'dog'
547	0.0007194133	'place'	'dish'	'dogs'	'dog'
42	0.0007156044	'pour'	'water'	'tin'	'dog'
95	0.000707238	'take'	'dog food'	'floor'	'dog'
407	0.000707238	'find'	'dog food'	'floor'	'dog'
698	0.000707238	'pour'	'dog food'	'floor'	'dog'
774	0.000707238	'open'	'dog food'	'floor'	'dog'
851	0.000707238	'pour'	'it'	'floor'	'dog'
147	0.0006928376	'add'	'water'	'dogs'	'dog'
170	0.0006838421	'carry'	'it'	'can of petfood'	'dog'
973	0.0006838421	'locate'	'food'	'can of petfood'	'dog'
132	0.0006497621	'open'	'can'	'can of petfood'	'dog'
257	0.0006497621	'remove'	'food'	'can of petfood'	'dog'
281	0.0006497621	'prepare'	'food'	'can of petfood'	'dog'
837	0.0006497621	'put'	'bag'	'can of petfood'	'dog'
180	0.0006361242	'get'	'tin'	'tin of dog food'	'dog'
353	0.0006361242	'fill'	'food dish'	'tin of dog food'	'dog'
592	0.0006361242	'locate'	'dog'	'tin of dog food'	'dog'
707	0.0006361242	'take'	'pet food'	'tin of dog food'	'dog'
387	0.0006319585	'pour'	'food'	'can opener'	'dog'
46	0.0006279269	'pour'	'water'	'dogs'	'dog'
187	0.0006273802	'get'	'tin'	'tin opener'	'dog'
361	0.0006273802	'fill'	'food dish'	'tin opener'	'dog'
600	0.0006273802	'locate'	'dog'	'tin opener'	'dog'
715	0.0006273802	'take'	'pet food'	'tin opener'	'dog'
294	0.0006141793	'scoop'	'food'	'floor'	'dog'
876	0.0006141793	'give'	'bowl'	'floor'	'dog'
545	0.0005959877	'place'	'dish'	'can of petfood'	'dog'
79	0.0005797433	'pour'	'contents'	'tin of dog food'	'dog'
217	0.0005797433	'measure'	'correct amount'	'tin of dog food'	'dog'
267	0.0005797433	'use'	'can opener'	'tin of dog food'	'dog'
617	0.0005797433	'pour'	'some'	'tin of dog food'	'dog'
630	0.0005797433	'get'	'can'	'tin of dog food'	'dog'
859	0.0005797433	'buy'	'food'	'tin of dog food'	'dog'
145	0.0005739714	'add'	'water'	'can of petfood'	'dog'
87	0.0005717743	'pour'	'contents'	'tin opener'	'dog'
225	0.0005717743	'measure'	'correct amount'	'tin opener'	'dog'
275	0.0005717743	'use'	'can opener'	'tin opener'	'dog'
625	0.0005717743	'pour'	'some'	'tin opener'	'dog'
638	0.0005717743	'get'	'can'	'tin opener'	'dog'
867	0.0005717743	'buy'	'food'	'tin opener'	'dog'
949	0.0005604391	'get'	'food'	'floor'	'dog'
942	0.0005545295	'place'	'bowl'	'can opener'	'dog'
205	0.0005397405	'put'	'bowl'	'tin of dog food'	'dog'
579	0.0005397405	'get'	'dog'	'tin of dog food'	'dog'
643	0.0005397405	'give'	'water'	'tin of dog food'	'dog'
100	0.0005323213	'take'	'dog food'	'can opener'	'dog'
212	0.0005323213	'put'	'bowl'	'tin opener'	'dog'
412	0.0005323213	'find'	'dog food'	'can opener'	'dog'
587	0.0005323213	'get'	'dog'	'tin opener'	'dog'
651	0.0005323213	'give'	'water'	'tin opener'	'dog'
703	0.0005323213	'pour'	'dog food'	'can opener'	'dog'
779	0.0005323213	'open'	'dog food'	'can opener'	'dog'
856	0.0005323213	'pour'	'it'	'can opener'	'dog'
32	0.0005211206	'open'	'bag'	'floor'	'dog'
608	0.0005211206	'open'	'food'	'floor'	'dog'
44	0.0005201971	'pour'	'water'	'can of petfood'	'dog'
167	0.0005087118	'carry'	'it'	'tin of dog food'	'dog'
970	0.0005087118	'locate'	'food'	'tin of dog food'	'dog'
175	0.0005017192	'carry'	'it'	'tin opener'	'dog'
978	0.0005017192	'locate'	'food'	'tin opener'	'dog'
332	0.0004911624	'get'	'bowl'	'floor'	'dog'
129	0.0004833596	'open'	'can'	'tin of dog food'	'dog'
254	0.0004833596	'remove'	'food'	'tin of dog food'	'dog'
278	0.0004833596	'prepare'	'food'	'tin of dog food'	'dog'
834	0.0004833596	'put'	'bag'	'tin of dog food'	'dog'
137	0.0004767155	'open'	'can'	'tin opener'	'dog'
262	0.0004767155	'remove'	'food'	'tin opener'	'dog'
286	0.0004767155	'prepare'	'food'	'tin opener'	'dog'
842	0.0004767155	'put'	'bag'	'tin opener'	'dog'
299	0.0004622783	'scoop'	'food'	'can opener'	'dog'
880	0.0004622783	'give'	'bowl'	'can opener'	'dog'
456	0.0004459892	'give'	'food'	'floor'	'dog'
542	0.0004433567	'place'	'dish'	'tin of dog food'	'dog'
549	0.0004372625	'place'	'dish'	'tin opener'	'dog'
142	0.0004269787	'add'	'water'	'tin of dog food'	'dog'
954	0.0004218293	'get'	'food'	'can opener'	'dog'
150	0.0004211096	'add'	'water'	'tin opener'	'dog'
120	0.0004122489	'take'	'food'	'floor'	'dog'
444	0.0004122489	'place'	'food'	'floor'	'dog'
37	0.0003922352	'open'	'bag'	'can opener'	'dog'
613	0.0003922352	'open'	'food'	'can opener'	'dog'
41	0.0003869759	'pour'	'water'	'tin of dog food'	'dog'
49	0.0003816566	'pour'	'water'	'tin opener'	'dog'
336	0.0003696863	'get'	'bowl'	'can opener'	'dog'
57	0.000353619	'identify'	'dog food'	'floor'	'dog'
70	0.000353619	'find'	'measuring cup'	'floor'	'dog'
108	0.000353619	'feed'	'dpog'	'floor'	'dog'
159	0.000353619	'put'	'tin opener'	'floor'	'dog'
196	0.000353619	'get'	'dogs bowl'	'floor'	'dog'
234	0.000353619	'identify'	'dog dish'	'floor'	'dog'
247	0.000353619	'feed'	'dogs'	'floor'	'dog'
306	0.000353619	'remove'	'dog food'	'floor'	'dog'
344	0.000353619	'put'	'food bag'	'floor'	'dog'
370	0.000353619	'poor'	'it'	'floor'	'dog'
395	0.000353619	'catch'	'pet dog'	'floor'	'dog'
419	0.000353619	'carry'	'dog food'	'floor'	'dog'
432	0.000353619	'put'	'food tin'	'floor'	'dog'
469	0.000353619	'place'	'dog food dish'	'floor'	'dog'
482	0.000353619	'locate'	'dogs bowl'	'floor'	'dog'
495	0.000353619	'find'	'canned food'	'floor'	'dog'
508	0.000353619	'encourage'	'dog'	'floor'	'dog'
521	0.000353619	'find'	'dog dish'	'floor'	'dog'
533	0.000353619	'put'	'tin'	'floor'	'dog'
570	0.000353619	'pour'	'dry food'	'floor'	'dog'
673	0.000353619	'put'	'pet foods'	'floor'	'dog'
686	0.000353619	'find'	'dry food'	'floor'	'dog'
723	0.000353619	'open'	'tin'	'floor'	'dog'
736	0.000353619	'alert'	'dog'	'floor'	'dog'
749	0.000353619	'pour'	'specified quantity'	'floor'	'dog'
762	0.000353619	'call'	'dag'	'floor'	'dog'
787	0.000353619	'put'	'full food dish'	'floor'	'dog'
800	0.000353619	'take'	'food dish'	'floor'	'dog'
826	0.000353619	'get'	'tin opener'	'floor'	'dog'
888	0.000353619	'clean'	'dog dish'	'floor'	'dog'
901	0.000353619	'tip'	'bag'	'floor'	'dog'
962	0.000353619	'notify'	'dog'	'floor'	'dog'
813	0.0003529305	'put'	'water'	'floor'	'dog'
461	0.0003356855	'give'	'food'	'can opener'	'dog'
125	0.00031029	'take'	'food'	'can opener'	'dog'
449	0.00031029	'place'	'food'	'can opener'	'dog'
183	0.0003070896	'get'	'tin'	'floor'	'dog'
357	0.0003070896	'fill'	'food dish'	'floor'	'dog'
596	0.0003070896	'locate'	'dog'	'floor'	'dog'
711	0.0003070896	'take'	'pet food'	'floor'	'dog'
83	0.0002798717	'pour'	'contents'	'floor'	'dog'
221	0.0002798717	'measure'	'correct amount'	'floor'	'dog'
271	0.0002798717	'use'	'can opener'	'floor'	'dog'
621	0.0002798717	'pour'	'some'	'floor'	'dog'
634	0.0002798717	'get'	'can'	'floor'	'dog'
863	0.0002798717	'buy'	'food'	'floor'	'dog'
62	0.0002661607	'identify'	'dog food'	'can opener'	'dog'
75	0.0002661607	'find'	'measuring cup'	'can opener'	'dog'
113	0.0002661607	'feed'	'dpog'	'can opener'	'dog'
163	0.0002661607	'put'	'tin opener'	'can opener'	'dog'
201	0.0002661607	'get'	'dogs bowl'	'can opener'	'dog'
239	0.0002661607	'identify'	'dog dish'	'can opener'	'dog'
251	0.0002661607	'feed'	'dogs'	'can opener'	'dog'
311	0.0002661607	'remove'	'dog food'	'can opener'	'dog'
349	0.0002661607	'put'	'food bag'	'can opener'	'dog'
375	0.0002661607	'poor'	'it'	'can opener'	'dog'
400	0.0002661607	'catch'	'pet dog'	'can opener'	'dog'
424	0.0002661607	'carry'	'dog food'	'can opener'	'dog'
437	0.0002661607	'put'	'food tin'	'can opener'	'dog'
474	0.0002661607	'place'	'dog food dish'	'can opener'	'dog'
487	0.0002661607	'locate'	'dogs bowl'	'can opener'	'dog'
500	0.0002661607	'find'	'canned food'	'can opener'	'dog'
513	0.0002661607	'encourage'	'dog'	'can opener'	'dog'
526	0.0002661607	'find'	'dog dish'	'can opener'	'dog'
538	0.0002661607	'put'	'tin'	'can opener'	'dog'
