text,label
@jasmine_naza Ndi fire service kwakoru ngwo oru ha nwe'bia na ahia ta.. bu'ru mmiri na'esi ka diluted hypo na'wu na okporo uzo.. onye isi ala anyi so kwa ha.,neutral
"@EmekaAmakeze @OsitaAmakeze @iam_realjayson @AfamDeluxo @MyIgboName Bikonu, kedu onye mara ihe nwanyị Umuoji na-agụ n'ekwu a? Kemgbe m dị na nwata, egwu a na-anwụ m akpataoyi mana amaghị ihe ọ na-ekwu maka ya...👇👇 https://t.co/fSe2df31AF",neutral
"I bu Chineke, I bughi madu, okwu gi nile bu eziokwu🙏🏾",positive
@OBICARE @Chimnoya1 Ndị a ji mmadụ akwọ ọka,negative
@cynzybliss Okwa nwayo nwayo ka'm ji ede ederede Igbo o. Kedu ihe anyi gha emezi now...😉😂😂😂 Nne'm ighota the something.,neutral
@uske535 Ahịa dị mma.,positive
@chuks_nadia @UrcchyUrcchy Ngwa bia Center Nnokwa k’anyi taa Egbene igbo..,neutral
Mu na gi anọrọ kwa.. I'm eze ndị Facebook https://t.co/Z8rGdZZ5m7,neutral
#EkweNdiIgbo Anyị ezue makana Igwe Bụ Ike 🤝 #EventsEastNg @julietkego @Melmedia2013 @israelunya @click042 @klint2u @chikambah @BonaNaija @Mr_Cjosky https://t.co/uwCbxlTc4I,neutral
@Uzochukwu_utd @Sapientia953FM Ramsey Against Galatasaray 30 yard strike nko? Uzochukwu m ga achotara gi utali ooo,negative
@AfamDeluxo Nya ehnnnn.......hmmmm...... nsogbu di ooo!,negative
Onitsha a bụzi ife sọrọ gị n'eme o nwere onye ga a a tupuru gị ọnụ 💔,negative
"N'eziokwu anyi eburula oche, Igbo ndi oma ndewonu. kedu ka unu mere? #ogendiigbo eruola w/@Elderpropropro @chimdi1605 cc @MediaGuide_NG",neutral
"Igbo kwenu!! Igbo na-asị na ọ bụ ọha nwe mmadụ, mmadụ anaghị enwe ọha ma ncha. Anyị na-asị na taa bụ ahịa Nkwọ ga-abụrụ anyị ụbọchị ọma...Iseee. #NjirimaraIgbo ORU-OWERE FESTIVAL Oru-Owere festival is a festival celebrated annually by the people of the five https://t.co/Ko9zWGuRoR",positive
@__IamEmpress__ @nonsookongwu Nne anọ kwa m Lagos mana nke ahụ abụghị nsogbu. A ga m e zigara gị ozi ozugbo ozugbo🙂,neutral
Akuko.. Lajie ya igurube.. Nonsense🚶🚶🚶🚶🚶 https://t.co/VaX6leCDRT,neutral
@EmekaAmakeze Eze Igbo nke mbu na-igbo nile @EmekaAmakeze #manofsteel 🍾🍷🍷,positive
@MaziOlisa @henryshield @t_babagana @TonyOElumelu Onweghuzi onye akpaka ugbua,neutral
@nonsookongwu @AdannaPapa @Ada_Ojilibeka @Quin_didi @Salttybarber @HonNonny @Ujamidaize @Eatndrown @divaliciousjay @Drmuzoic @chin_enye @chaigzy @AfamDeluxo @chuks_nadia @GODSNEAR1 @ebukakanary1 Rapu ya ụgbọ ga agha yá if care is not taking.....,neutral
@ebukakanary1 @MobilePunch @UchePOkoye Ezigbo ife ifele. Tufiakwa!,negative
@adewumihaas001 Mechie onu biko🙄. See master...,negative
@AdannaPapa @Martinect2803 @charles_ogb_ @chaigzy @Salttybarber @Cassbeatz @AkwubaCharles @EzelioraS @HonNonny Papa Adanna echekwalum na mu enyegi gi bribe... Inodu hia @Martinect2803 na akpom afa ka mu analulu ya enyi ya nwanyi,neutral
@iykimo Okwa oso kam ga agba ma olue 😂😂 ike adiro m,neutral
@OsitaSommy @urchilla01 Udo... Oru nokwa ya o Chi anyi na di ndu,neutral
2020 no good Cancel 2020... My guy forget men na tu ụlọ hands down and winning. Oso gi gbá mbọ ọsọ gị bé wa akwa si na 2020 adịghị mmá. Muwa ajoin ala league and your guy ajoin ala win.,neutral
@UZOOR_LEE ụmụ nwanyị ga-abịa n'oge na-adịghị anya,neutral
#NP Egwu ndi nne #Umuobiligbo W/@chimdi1605👸 On the #SundayAfternoonRequestShow #SARS,neutral
@HonNonny @Kene_Nnewi @chaigzy @Martinect2803 @Nonniblaze @_Muffassa @AdannaPapa @ChigEmic @mrmanodili @Okenwaokodu @EzelioraS Imarokwa ebe inulu ya o.. Enweghim ike ikwu udika ihea.. Ichoro ka ibochiem onu,neutral
@Nwamummy_ @KR3Wmatic Lol. Oga abukwa oo...jee nwuo ogwu gi nne,neutral
@OsitaSommy @iam_paska Muna gi bukwanu nwanne Emezina laikdiz,neutral
@Xoli21000833 @Slaykeesha Anu mpama... chineke kpor gi oku,negative
@NzubeEzudo @Nobsdaslushhkid @Dimmaumeh Ezigbo ndị mgbu. Ha ama nghọta n'ife agbanwe go. Uche gị dị ya.,negative
@Kene_Nnewi @Chukwudinaigbo @AdannaPapa @EmmyroseEphraim @mrmanodili @chaigzy @ChigEmic @Ike_Obiora @iykeville90 @chuks_nadia @HonNonny @AkwubaCharles @Nonniblaze @UchePOkoye Mba puta nke chicason kam kuwapu gi onu,negative
Nwa aba to the world. Chineke gozie anyi. Aku elisi elisi ka anyi choro na aka chukwu. I tap into your blessing sir https://t.co/jxk1PPSS7n,positive
@The_jeneefa @IrunmoleWeil Get a room umu Chineke😒,positive
I bụ Chukwu Ị bụghị mmadụ(You are God You're not man) I bụ Chukwu Ị bụghị mmadụ I bụ Chukwu https://t.co/oAc2oD922u #Worship #SweetPsalmists,positive
@AdannaPapa @kingsleynovich Ifele adịghị eme zi fa,negative
@AdannaPapa @Cakelicious4 @Chimnoya1 @NCare_Bridge @AfamDeluxo @Salttybarber @Martinect2803 @Ludarking0 @okeugo_ Umu Nwanyi igbo mewaa gi Obi o,negative
@Stansbaby Bia Trans Ekulu ka i mata ka osi atu. Odi egwu here.,neutral
"@Ike_Obiora Olumide Akpata, the leader! ❤️❤️❤️❤️❤️",neutral
Heyyyyyy. Nwata mara mma n'ese okwu😍😍😍😍 https://t.co/UJgVCHgDJd,positive
@Bayzdad 🤣 🤣 🤣 Okwa ndị marine kingdom,negative
@matthewamad 's otimkpu. Nwoke mara ife ana ako. Afam umunwanyi Nwoke na apiawa azu Fa amaro ka isi kwado They dunno 😏 Ubochi taa anam ario chukwu ka o zaa gi ekpere gi nille ma ife ndia n'gi n'obi gi choro. Amin Happy birthday @AfamDeluxo,positive
@HonNonny @Ludarking0 @GhenhisKhan @Apex_Zy @blvck_Witch @UkaegbuGreatJnr @akpala_cosmos @Alexandrawatty @Ebuka_Raph @segalink @AbdulMahmud01 @William_Ukpe @PluckyPrecious @KindnessOsumgba @mschykaa @modelina @Mz_Oladoyin @okpara_felicia @Ada_nnempi @Auntynaira @Adunni_Achebe @Ada_Ojilibeka @yanrinyaAbbah @AdannaPapa Ka m jee kpọọ ndị Faya savis 🏃‍♀️🏃‍♀️🏃‍♀️,neutral
"@NdubuisiObaji @QeenK_myheart @instablog9ja @emmanueligwekin Apari dagbuo gi there with your foolish mentality. Onye ara, afo anu!",negative
@cremechic11 @TheVixenPixie Avatar gi a bukwa oku 🔥🔥,neutral
"Oga shut up, Allah is not accepting anything. Osikwano martyr😂😂😂😂😂😂 Guy, okwa oku mmuo ka o na-eje https://t.co/bjb6ew0eb6",negative
@chukwunasa Happy birthday Nwa.. Ogologo Ndu..,positive
#NP NDI NWE OBODO @methodblazer @iamslimbrown ON #TRENDMUSICBLAST @Djitchyfingazz,neutral
@CasAgozie Umu gbalu kasaa ka ebe an’eme party na Casablanca,neutral
@OgbajiIfeanyi @HEAD_ORACLE01 @Urccchy @charles_ogb_ @HonNonny @YourVil22902792 @kingsleynovich @possibleoge @Gaptooth_Queen @Akjesus @RaslidRealtors @ChigozirimUdeh @chaigzy @Cakelicious4 @okogeri @tessysmitha @theoloriherself 😂😂😂😂😂 Anyi Ego! Arim sharp! Ubochi taa maara gi mma oo!,positive
"@Cakelicious4 Nne, welu nwayo. Ife a bu owgu ineedi now. Nke bu eziokwu. 😂. O na achu kwu aru mgbu",negative
"@mrmanodili Onye maro ebe odebelu Akwa ya, ya ga di chiri ya oh 🙄🙄🙄",neutral
@GhenhisKhan Onye isi nkwocha!!!🙆🏿‍♀️🙄🏃🏿‍♀️🏃🏿‍♀️🏃🏿‍♀️🏃🏿‍♀️,negative
"#MorningRush #MTNFresh with @MariaOkan Np: ""Ogini Di"" ft @EvaAlordiah - @ItsEclipse",neutral
@JajaPhD Jesus bu Odogwu kachasi odogwu,positive
@Akjesus Ndi Chukwu ga akpo oku,negative
"@Tonysailmate Achọrọm ebe Anyị ga edinà, asa ka anyị chọ ebe anyị ga apia ọkụ",neutral
"Ndi nwere boo kwenu! Riye nu, nwuo nu! https://t.co/BucNLhxJRi",neutral
Up and thankful. Ututu oma ndi oma. Emesiere!,positive
@Nsukka_okpa Udo dikwara gi onyem,positive
@t2pitchy Akwaugo!! Asa eji eje mba!! 😍😍,positive
@henryshield @jeomaltd @gimbakakanda @Imamofpeace @MBuhari @gimbakakanda comman hansa o... Ndi ara. Very soon mga eji azịza mịnyecha unu n'amụ.,negative
@Martinect2803 @chaigzy @Fejinero @Poshfelly @AdannaPapa @Apex_Zy @Kestim_ @mrmanodili @EduWaltzChuka @Nonniblaze @AfamDeluxo @papamelchi Enwe akata tapu gi imi,negative
Ndi Nnewi ahu n'mu mmiri 😭😭😭,neutral
@MoPride_ @Artbaesel Nwunye mmadu.. jisike o.,positive
akpu di ezibo oku 😍 https://t.co/PaMgDAqRId,neutral
@tosdbaby @Tokwonna Nne ehn. Ihe ana aru adiro easy. 😉 😂,neutral
"Wow. Just, wow. Kudos Nnedi. Jide nke Ị ji https://t.co/zrslJX7XMq",positive
Nekwa ndi ara oh 🤷‍♂️ https://t.co/AfRBHNRaLJ,negative
"@IgboHistoFacts Gwọọ ajụ, buru ya n'isi",neutral
"@_igolonwanyi @IgboHistoFacts Nwanyi oma, daalụ",positive
"Ndị Abia ibem, shall we? https://t.co/LABht1HCjm",neutral
"Chineke Nna, biko, e kwekwana ka m daba n'aka ụdị nke a biko... https://t.co/l2nrkAqJ4H",positive
@chaigzy @Eatndrown Ehn!! Biscuit kwa ngwa @Eatndrown bịa kowa ụdị biscuit dị iha ahụ,neutral
@phynofino bu Ezigbo Alobam😍 https://t.co/NvRQHwdTN1,positive
Good morning umu nnem.,positive
@phynofino Asim gi kpokobe ego n'oge adirokwa! Umuaka na acho onye fa anwu n'ala! Rapufa n'ikafa! Kpaba di money! Oghu mmanya kpabe ego!,neutral
Ndị oshi project https://t.co/kxrstMWeGw,negative
@nenehajiah @ChineduMoriss @MolokwuOzy @jasmine_naza @CakeMaestro042 @_Ebubechukwu_ @MissEdwins @Drmuzoic @adanna_elechi @Chioma_Alexa @iamsweetness_ @Melmedia2013 @britneywrites2 Fio Fio fiowaa gị ọnụ nene🤣🤣🤣,negative
"O gaghi eme m n’onu ikpere Chineke onye ahu mere ndu foro m ooo, o gaghi eme m n’onu 🎼🎼🎼🎼🎼",positive
"@Cassbeatz @Anowax @Martinect2803 @AfamDeluxo 😂 😂 🤣 🤣 🤣 Yabu na imachakwa maka ulasi okija.. ihuna ihe m na ekwu maka ndi awka etiti.. ndi wèrè nke Caesar nye Caesar, wèrè nke osebuluwa nye osebuluwa",neutral
Ada mmadu Asa STAR GIRL https://t.co/fDJt6knTiK,positive
Ututu oma nu umu ibe. Onye anwuna....ibe ya efuna... Nke onye chiri ya zelu.,positive
"I love the way Anambra men hail themselves. Odogwu na Ojoto, eze ndi eze na Malay, Obosi 1 of obosi, Ikuku oma na Oriefite, Chi biaya na Uruagu, Mike full stop na Ozubulu.",positive
@Nwanlecha1 Nya na ala ga agbagbu people in za house!? Nsogbu dịkwa.,negative
@CakeMaestro042 @Ada_Ojilibeka Nne rapu okwu.. Ọ bụro ife anya fusi ka ọnụ ga ekwu.,neutral
@_spiriituaL Nwannem Spirit kedu? Jisike na'oru.,positive
Achogodim otu nwa oma osiso eh..,neutral
"Gini mere inya isi Oh, ndị ajọ mmadụ Na-egwu egwu Ma ghara ịbụ onye amamihe? M kwuru, ị na-arụ ọrụ ajọ omume Iji nweta ihe efu https://t.co/89ogazcIj0",neutral
@DonDannie82 @Umu_Igbo @igbolites @igbolectures @ogene_igbo @OKWU_ID 👏👏👏Nwa afọ Daalụ,positive
"@iswampa @osita_chidoka You tried but it's Kedu? O di mma, Kedu maka nna gi? Daalu!",positive
@CHINAEZURUM @Poshfelly Eziokwu ooh. Achọrọ m akụkọ,neutral
@AfamDeluxo @MgbeojiIkechi Ịdị kwa sure?? Ngwa kedụ ònye aga ajụ zi 😁😁,neutral
@UzoamakaAniunoh ike gwurum Nwannem,negative
"Egedege🔥🔥🔥🔥🔥🔥 . Ukwa x Mmiri ukwa x a dash of Utazi, orishirized with diced ponmo &amp; pieces of panla😍😍😍😍😍 . #yannicksfingers @ Abuja, Nigeria https://t.co/SvN9ZKRymx",neutral
#MiddayShowIB With @fortuneobeahon ▶️Chukwu Agozigo Gi - @illBlissGoretti,positive
Abacha na nkwu-elu/ nkwu-ocha/ mmanya-ocha ka m ji bido ubochi m I started my day with African salad and palm wine 😆,neutral
@AfamDeluxo Afam biko side ebe ka ibu n'Enugu?,neutral
#NP Ka anyi jikota @chiefstephenosadebe W/@chimdi1605 n'oge #OBINWANNE #Ubochim,neutral
@Ninajoanie Enyi m jiri aka’m metara onwe’m...😘😘😘,positive
"@Ada_Superstar Nne eh, odi egwu",negative
Anyi no n” na Nkwo... Bike gbafuo... @iamslowdog said so... 😁 #worksunday #slowdog #042 #SilentDj #tgis #wealblingcent... @ Enugu State https://t.co/WfYIiupjoE,neutral
@Cassbeatz @lolooge @ChigEmic Nah so nah... Akwukwanu ofu ebe ekili mmamwu.. I from Nnewi dey come i say lemme stop by..,neutral
"Iba di njo n'ezie! O bu ya mere m jiri tie egwu aha ya bu ""ÒCHÁ"" iji kwalite idobe bee anyi ocha. Biko gazie gere ya na ebe a https://t.co/ck13N0fopd https://t.co/gCvO3C86dU",neutral
@DJSailentMasta Nna biagodi Na warehouse kam bunye gi afia,neutral
Onye Ubiam adighi aza Omere-okachie.. Onye n’enwegi ego adighi acho ‘change’ cha cha Onye Ife na-agara nke oma adighi eje bee dibia igba afa!! Elu uwa bu onye ozuru... Ya emee Good morning my people #igbotwittercommunity,positive
@EmekaEK @Martinect2803 Mba ooh.. Ifem furu bu n’ ibina Apex.. Mana mpa orugo nke ibizi na Apex 🙄🙄,neutral
@Latestoby Ozugbo nụ #noskinpain kà hash tag a salu ọkụ,neutral
"@BihgBlackBunny See, ka anyi fu one n one... Eh, nyem your address na time Ofe ahu ga di ready.. Unu ana eri akpu 😭😭😭",neutral
Anambra - oku na enye obodo ìfè Ana nna m. Igbo bu Igbo! Ndi eji eje mba. Iga adi ka echi makana echi adi agwu agwu. #AnambraAt25,neutral
@emperorpsycho1 @nicy_sandy @craftedcoin @toolzbabe @aproko_doctor Nwanne hapu ndi anwuru. I dey chop abeg,negative
"@AfamDeluxo Adim na mbu buru stainless agbacha agbacha, nsi Kam ghatugodu brake",neutral
"@fred_beatrice @kelecie @Elcrucifixio Ọdị mma mana 2016 etego áká nke ụkwụ, make it this year oo",neutral
Ala di kwa ọnu na àlà Igbo o... 5.2 for a plot of land in my village 🙆,neutral
Nne ji ha na abo iche. Bia mekwaa mmanwu! https://t.co/koDekp8oqB,neutral
Awum nwa afor Ikeduru LGA. No na Imo state. https://t.co/6lbZgyYbey,neutral
Happy birthday @stephie_coco Ebe ka ona akpotu biko?,positive
Jisike Nwafo Igbo ji eme one @Chikwe_I God's Grace https://t.co/oVyR0B0q6M,positive
@Realchuka 😂😂 ndị ikwu na ibe,neutral
@CynthiaOlaedo4 With gini ka i ga eji wonjour mu? Nekwa mkpala na aka m,neutral
"@Uzochukwukwalu2 Nwanne, agbaghalugo gi, sorom kam si eso gi.",neutral
"@ebukakanary1 Happy birthday Ada ru oha mma... Ka Chukwu mezie okwu na ndu gi, nye gi di ru mma nwere obi Chineke, ma ogologo ndu na ahu ike, Amim",positive
"@CaptainArinze Okwa so ofu, and o na-agafe dika kpakpando ututu.",neutral
@Martinect2803 @AdannaPapa @Salttybarber @Chimnoya1 @HonNonny @Cassbeatz Kisaa ifitedunu piawaa gi isi dia,negative
@TheNma_ You are mad my Sister.Kafa nwete kwa gi.,negative
@uche008 @Burmese_Tyga @ani_nomso 😂😂ekotekwanaru m okwu biko di anyi 😂😂,neutral
@WilliamsXL Nkita lachaa gi anya dia,negative
"NdI igbo,ndi oma eji eje mba @IgboHistoFacts @IgboProverbs_ https://t.co/LWJiw1ETnH",positive
Anaghi eji ahuhu na n’ya isi https://t.co/EMxd0T4xq3,neutral
#NowPlaying🎶 Ihe oma si gi n'obi @brightchimezie @Elderpropropro @chimdi1605 on #Ogendigbo📻 ~🎧https://t.co/SnHqavzjKh,positive
@Dazzlergold1 @himoleharyoh @Prof16440 @theannabel_ @de_doyin @Iam_Misola Ngwanu. Udo dịrị gi,positive
@OfoleC @kangywah @crimefightersng @onmonyageorge Ekuke aburo kwa nke obele.. Na ụdị ahụ na ebu akpịrị n'ahụ 😁,neutral
@Martinect2803 Asimu ncha gi agwula biko Onwelu enyi anyi nwanyi ncholu iju gi ese ya,neutral
@lolooge @Akjesus Anyi bu ezigbo ndi ara ma 😭😭😭,negative
@AfamDeluxo @UchePOkoye @anambrachic @Rabiie_TheeCute @iamTooFit #Odogwu @AfamDeluxo ✊! Chukwugozie gi Nwanne m 🙏,positive
"Onye tara asu ne erigi isi asu, asu o ta ra ewegi isi",neutral
Nsogbu dikwara ufodu https://t.co/hRVg9RzIFh,negative
@Kene_Nnewi Ọ si na ọ gịnị?? Dash me one na. Onye nkwo nwelu akọ na uche,neutral
Akwa ocha adala n'ala ome nwanyi ariala y'elu.,neutral
@AnatuluJ @Uchybaba Ndi onye ofemanu but u pple re life. Mbaise babes,negative
"Nna gi ka ina akpo 'neeegaaa' I can imagine the response ""scallywag, bloody full""",negative
@Urcchy Imegide this thing nyuo uburu gii.. Anyi abia bee nna gi jee niee gi na azu ulo bee unu,neutral
@in5atiable Nne kedu ihe na eme zi,neutral
"Onye na ari ego oji, anaghi eri ofe Owere. https://t.co/4VQArnRKSW",neutral
@charles_ogb_ @AdannaPapa @Salttybarber Ngwa tuo down ozugbo ozugbo...,neutral
"Eje ana bụ isi ije. Chukwu biko nye Ụmụ Igbo nile ga-eje njem ekeresimesi amara ụzọ ije, anyị arịọ gị 🙏",positive
@Dubnificient Ndia bu ndi ogwu ego 🤣🤣🤣🤣,negative
"Sonia onyeoma, onye Chukwu tinye extra ngozi😍😍😍😍😍",positive
@chibby_kay Nwanne rapu ihe e na fu na foto. Ihe bu kwa ka odi ka a neme. Ahum choro Ezigbo Ego!!,neutral
"Opor, ara ga agba ndi ara🤣🤣🤣 https://t.co/SBFmW4GiWW",negative
@manT_95 Onye kwanu ka ibu.,neutral
@UglyElvis @djkaywise @UgwunnaEjikem Onye àlà 😂🤣😂🤣😂 settlegbuo onwe gị dia,negative
@Queen_Minic Adịm mma ọmalicha. Kedụ ka eke si anya anwụ?,positive
Agu ndi Igbo ji eme onu. https://t.co/2lTM6OLnh6,positive
@Ezynnnie Uche gi di ya. Congratulations girl.🙌,positive
@jommieP Abu m onye igbo,neutral
"@AlfredAfam Lmao, umu anuofia e si na ulo anumanu wee kpoputa",negative
"@ebukakanary1 Ebuuuuu! i ma nu ro nwoke??????????? Wow!!! Chukwu biko nyelum omalicha nwa ezigbo di ga eku ya ka akwa, ma fu ya n’anya ka Jesu Kristi si fu anyi anya...👏👏👏👍👍👍👊👊👊",positive
@oosarz Nwoke oma idi sharp! 💪,positive
"@chuks_nadia Kelenu Jihovah n'ihi na odinma, n'ihi na ruo mgbe ebighiebi ka ebere ya di",positive
@AfamDeluxo Welu ndu gi nyefe na Jesus tonight,positive
@chigohumy @atiku @MBuhari Lol. Ụtụtụ ọma my brother. Mgbe onye jiri teta...😋,positive
Rie nsi! Kitikpa gba gbu gi dia! https://t.co/t0L8XpYCHG,negative
@AdannaPapa @chaigzy @NkyEzenwa @iam_paska @Lilymikell @Fairly_Usedd @Ludarking0 @Cakelicious4 @ebukakanary1 @charles_ogb_ @ChigEmic @HonNonny @RosemaryOcheze @chinemeogu @Kene_Nnewi @t @Martinect2803 @okeugo_ She has kpurula gi na onu since morning? Gini ka imere sis Nky?,negative
@ModestaAdaoma @HenshawKate Ada chukwu gozie gi,positive
Asampete Nwayi oma ❤️🍫 #AbujaTwitterCommunity https://t.co/e2u0KZDfa1,positive
@ifeanyiokoye04 @AfamDeluxo @MobilePunch Onyea bu ezigbo ezi...,negative
@OjiChioma1 @IgboProverbs_ Ndewo ada mmadụ Maka nkwado gị ị hụ na asụsụ Igbo anwụghị. A hụrụ m ọrụ ị na-arụ n'anya. Asụsụ Igbo agaghị anwụ,positive
@Duzie_ @Okafor_Mang @sparkyugo @official_kblack @Frank_LeanXV @frank_randu @gen_steez @est220119xx @carlkalu @PapiCruncha @Kena_Ewuru @Baybiecloud @EminiFk @Emmanuel_Agbai_ @awamilton @sultanofAba @Ninaogb @ssgi4in1 @da_vizzle @IamThe_Vid @abengx17 @ReddGhost @iamAdacyprain @Dennis_Eclipse Umu aba obu ndi ole di ikpo anyi?,neutral
@IjeleNnia Akwuna ọkụ! Afuna gị here!,negative
@Chinwatara Hehehe aghọtaghi m nke ikpe azụ ahụ 😅,neutral
@Chimnoya1 Ndi uwa mmebi 😂😂😂😂😂😂,negative
"It's over. Freedom at last. Congrats Sir Emeka Ihedioha Governor-elect, Imo State. Ndi Imo ekele'm Unu. https://t.co/VgPRifuivG",positive
Kanye egbuo mmadu https://t.co/aI95UcKfv8,negative
@IgboHistoFacts Oke bi na ulo gwara Oke bi na ohia na azu di n' ngiga. #IgboProverbFriday,neutral
⏰#MiddayLounge 🎙️ w/ @nwahdee x @djroland09 x @henrystaudler 🎼#MidweekVibes #NowPlaying Obodo bu igwe - @RawNwanne,negative
@TheYhucee Ihe ọbụla ga-egbu ha ngwa ngwa biko gbuo ka mmadụ ñụọ mmiri tọgbọ iko biko,negative
"@iam_realjayson @julietkego @Poshfelly @Eatndrown @AfamDeluxo @UchePOkoye @Umu_Igbo @kingsleynovich @chosensomto @CynthiaOlaedo4 @queen_bella0 @MentallyAwareNG Ụwa bụ ndọlị ndọlị.........nwanne m ebe ọbụna I nọ biko jisie ike.......nwantịtị oge, ọ ga-adị mma",positive
Osisi nochiri uzo ubi ka eji ama mma di nko..,neutral
"@Eloka51 @JoyceOdukoya ife anyi n'akpo udi mmadu El-Rufai bu mele mele n'iru, kwampiti n'azu. Onye nma iru abuo!",neutral
"@mbidoigbo Onye aghana nwanne ya, urioma!",positive
@Okenwaokodu @kingsleynovich Nna Life di uso...Asaba amaka,positive
@chuks_nadia @IgboHistoFacts @IgboProverbs_ @iluigbo_ @IgboTranslator Just negodu umu omalicha ube oyibo 🤤🤤🤤🤤🤤🤤,positive
@Realchuka Just listened to it. Ichuta ego umu asa agba kasaa,neutral
@kingsleynovich @chuks_nadia 😒 Ogini k'iji utaba eme?,neutral
✅JEE NKE OMA DEM GRE👌EZIGBO AMADU😎 https://t.co/Qa7VwCeVdo,positive
"Lekwa Gi, e bakwa moto ndi oshi 🚶🚶🚶 https://t.co/0bfw8cxJsW",neutral
@Kleighchi Kelechi nwa ọma!!!! 😍😍😍😍,positive
@matthewamad @thepamilerin Maazi cheta zienu o. Ọ kwa otu aha ka mụ na gị na aza o. Biko onwere ihe nga achọ ịjụ gị na DM,neutral
Ada Oma ndi Igbo ji eme onu Jax in @tribesbynobs Styled by Nobs https://t.co/lxBfb8AlWw,positive
@ChinonyelumH Nwanyị ọma kfb,positive
@iolisaaduba Efere eji rie nri🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️,neutral
"@McjeffUgo Lol my man, elekwanu ihe m ga emekwa nu 🤷🏽‍♂️",neutral
🤣🤣🤣🤣🤣ok nwoke oma https://t.co/aStDWX2TnR,positive
"Ọsọ. Enwe gi na nkolo, nwanne lacha ọsọ. Ọsọ ooo https://t.co/pqeCSurcaN",neutral
Chukwu Agozigo Gi🔥🔥🔥🔥🔥,positive
@ekesunvictor Dede hapụ ndị agenda...,neutral
@CDazlyn @CuteAijay @chaigzy @Kene_Nnewi @RosemaryOcheze @AkiMarlin @ChigEmic @okeugo_ @AdannaPapa @Apex_Zy @Ada_Ojilibeka @urchilla01 @AkwubaCharles As onye olu agboro obu Nah 🤦🏽‍♂️🤦🏽‍♂️,neutral
@victormbah4 @Quin_didi @IamThEdward Site na otu puku naira wee rue na puku naira iri na abụọ. K3su nke ga amasị Nwannaa,neutral
"Imela, Imela Okaka, Onyekeruwa Imela, Imela Eze mo X2 Onyedikagi (Who is like You?) Ekene diri gi Onye ne mema (He who does good) Onyedikagi (Who is like You?) Ekene diri gi (All Glory belongs to You) 🎶🎵🎶🎵 #GlobalImpactNG #DoublePraise",positive
"Bia Oga @Chike____, e fugo ife Nwokem a ji Hennessey w'eme? Onwu loading! 😲😲😲😲😲😲😲😲😲😲 https://t.co/1ahtZW1hmF",neutral
"@trending_medic Lol, onye obi akpọ",negative
"@889BrilaFM Aligo imana nwoke ""ogbunka""gwara diochi naya anolugo na ala fuchaaya na oteta wiski ne elu ya bulu laba#Aligo",neutral
@Ms_Ada_Oku @wattpad Ada I na enwu oku. Congratulations baby,positive
@iamAdacyprain N'ezie nne'm oma...😘😘,positive
"@IgboProgress Uwa bu ahia; onye zuchaa nke ya, o naba. @Umu_Igbo #iluigbo",neutral
Nnem ọ ga adịrị gị na mma. Daalụ nke ukwuu! Chukwuokikeabịama butere gị ụzọ ma kpeere gị azụ. Iseeeeee Ada Igbo nile ka ịbụ!✊🍾 https://t.co/ulaejSNKVt,positive
@khilarah @awamilton I wu idiot... Onye apari. Koro shi puo...,negative
Unu ebidobeghi🙄🙄🙄. Ndị ara https://t.co/BjmvBXBcRX,negative
I am igbo but ike gwuru https://t.co/hwHsOKCUs8,negative
"Lol @ ""tahh mechie onu 😂😂😂👇 https://t.co/CoxbpjV2QL",negative
Ejiro onu etinye azu n'ofe... Hoohaa. @ Solid100.9FM https://t.co/DTStqZu5gM,neutral
Bia kem rie gi. Abum onye Nnsuka ♥️ https://t.co/0lGsXM15Bf,neutral
Onye kpo nwa wee bia? Omauma asa aru😍 https://t.co/kG2cCLWDOp,positive
@ChinenyeNoy @urchilla01 @OsitaSommy @JauntyUnachukwu @__nhyira__ @nigerian__woman @CynthiaIgobah O dị egwu o,negative
@AdannaPapa @PeterObi Ezigbo onye mgbu,negative
@ChizaramIgolo @OsitaAmakeze @Asusu_Igbo Gbam. Akwụkwọ Prof Emenanjo bu egwu eji n'ihe gbasara asụsụ Igbo,neutral
"#TWHSITT ♫obuli wo m, elu higher higher♫ @CityofDavidWH",positive
"Chai, oriental brothers International, kabaka ebele nwa onyeuwa, Dansach oooo! Akwila okwa ishi arii gi mma okwa ibiala. I so much love this band. @Mazigburugburu1 iwu nwannem o, ihe ana eshi mmadu na eluwa wu nwanne ya. https://t.co/H02ojRiDfD",neutral
Nna enyi e make go kwa ya ! Afam etinyela GI na afia! https://t.co/CV5cIk8b1u,neutral
@chaigzy @MsLee27738752 Ịbụ ezigbo mmadụ nnam 🙌,positive
@AdaugoOsina Hapụ ndị nkọgheli...,negative
@SEzekwesili Abeg help me tell my Igbo kinsmen Biko. Udo diri gi,positive
Iri abuo na ato https://t.co/LXl8wCKN4K,neutral
@Kene_Nnewi Nke iri fụọ.,neutral
"@DorathyNnanna @AfamDeluxo Eziokwu m , e de gimme vibes and chills nwanne, ó na-atokarim ka sugar si ato n'tea...",neutral
"@npugochi @The_Ngozi Negodu diswan o Imaghi? Otutu oge, ego n’eme ka mmadu tufue onwe ya, oburu na ndi ozo anoghi ya na iji ego?😃😁",negative
